category,series_name,tile_type,color,surface,size_cm,size_inches,sku_code,application,suitable_for,unnamed:_10,embedding_text,page_number,image_path
Concrete,Lounge,Full Body Porcelain Tiles,Anthracite,Matt,30x60,"11.81""x23.62""",A09GLOUN-056.U2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Anthracite color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_ANTHRACITE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Anthracite,Matt,30x60,"11.81""x23.62""",A09GLOUN-056.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Anthracite color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_ANTHRACITE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Anthracite,Polished,60x60,"23.62""x23.62""",A06GLOUN-056.S0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Anthracite color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_ANTHRACITE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Anthracite,Satin,60x60,"23.62""x23.62""",A06GLOUN-ANT.X0X1P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Anthracite color with a Satin finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_ANTHRACITE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Beige,Matt,60x60,"23.62""x23.62""",A06GLOUN-053.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_BEIGE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Beige,Matt,30x60,"11.81""x23.62""",A09GLOUN-053.U2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_BEIGE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Beige,Matt,30x60,"11.81""x23.62""",A09GLOUN-053.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_BEIGE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Beige,Polished,60x60,"23.62""x23.62""",A06GLOUN-053.X0P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Beige color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_BEIGE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Beige,Satin,60x60,"23.62""x23.62""",ACB06LOUNBEEDMST1R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Beige color with a Satin finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_BEIGE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Black,Matt,60x60,"23.62""x23.62""",A06GLOUN-057.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Black color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_BLACK.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Black,Matt,30x60,"11.81""x23.62""",A09GLOUN-057.U2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Black color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_BLACK.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Black,Matt,30x60,"11.81""x23.62""",A09GLOUN-057.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Black color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_BLACK.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Black,Polished,60x60,"23.62""x23.62""",A06GLOUN-057.X0P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Black color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_BLACK.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Dark Anthracite,Matt,60x60,"23.62""x23.62""",A06GLOUN-055.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Dark Anthracite color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_DARK_ANTHRACITE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Dark Anthracite,Matt,30x60,"11.81""x23.62""",A09GLOUN-055.U2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Dark Anthracite color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_DARK_ANTHRACITE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Dark Anthracite,Matt,30x60,"11.81""x23.62""",A09GLOUN-055.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Dark Anthracite color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_DARK_ANTHRACITE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Dark Anthracite,Polished,60x60,"23.62""x23.62""",A06GLOUN-055.X0P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Dark Anthracite color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_DARK_ANTHRACITE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Dark Anthracite,Satin,60x60,"23.62""x23.62""",ACB06LOUNANTDMST1R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Dark Anthracite color with a Satin finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_DARK_ANTHRACITE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Grey,Matt,60x60,"23.62""x23.62""",A06GLOUN-059.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Grey,Matt,30x60,"11.81""x23.62""",A09GLOUN-059.U2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Grey,Matt,30x60,"11.81""x23.62""",A09GLOUN-059.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Grey,Polished,60x60,"23.62""x23.62""",A06GLOUN-059.X0P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Grey color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Grey,Satin,60x60,"23.62""x23.62""",A06GLOUN-059.S0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Grey color with a Satin finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Ivory,Matt,60x60,"23.62""x23.62""",A06GLOUN-085.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Ivory color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_IVORY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Ivory,Matt,30x60,"11.81""x23.62""",A09GLOUN-085.U2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Ivory color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_IVORY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Ivory,Matt,30x60,"11.81""x23.62""",A09GLOUN-085.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Ivory color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_IVORY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Ivory,Polished,60x60,"23.62""x23.62""",A06GLOUN-085.X0P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Ivory color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_IVORY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Ivory,Satin,60x60,"23.62""x23.62""",A06GLOUN-085.S0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Ivory color with a Satin finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_IVORY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Light Grey,Matt,60x60,"23.62""x23.62""",A06GLOUN-052.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Light Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_LIGHT_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Light Grey,Matt,30x60,"11.81""x23.62""",A09GLOUN-052.U2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Light Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_LIGHT_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Light Grey,Matt,30x60,"11.81""x23.62""",A09GLOUN-052.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Light Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_LIGHT_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Light Grey,Polished,60x60,"23.62""x23.62""",A06GLOUN-052.X0P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Light Grey color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_LIGHT_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Light Grey,Satin,60x60,"23.62""x23.62""",A06GLOUN-052.S0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Light Grey color with a Satin finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_LIGHT_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Light Grey,Polished,60x60,"23.62""x23.62""",A06GLOUN-IVO.X0X1P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Light Grey color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_LIGHT_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Grey,Polished,60x60,"23.62""x23.62""",A06GLOUN-GRY.X0X1P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Grey color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Light Grey,Satin,60x60,"23.62""x23.62""",A06GLOUN-LIG.S0X1R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Light Grey color with a Satin finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_LIGHT_GREY.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Dark Anthracite,Satin,60x60,"23.62""x23.62""",A06GLOUN-DAH.S0X1R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Dark Anthracite color with a Satin finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_DARK_ANTHRACITE.jpeg
Concrete,Lounge 13mm,Full Body Porcelain Tiles,Anthracite,Polished,60x60,"23.62""x23.62""",A06GLOUN-054.X0P,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Anthracite color with a Polished finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_ANTHRACITE.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Active White,Matt,80x80,"31.49""x31.49""",A05GZRCC-ACW.M6X0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Active White color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_ACTIVE_WHITE.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Active White,Matt,60x120,"23.62""x47.24""",A12GZRCC-AWH.M2S5R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Active White color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_ACTIVE_WHITE.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Active White,Lappato,60x120,"23.62""x47.24""",A12GZRCC-AWH.M2S5L,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Active White color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_ACTIVE_WHITE.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Active White,Matt,60x60,"23.62""x23.62""",A06GZRCC-AWH.M2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Active White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_ACTIVE_WHITE.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Active White,Lappato,60x60,"23.62""x23.62""",A06GZRCC-AWH.M2L,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Active White color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_ACTIVE_WHITE.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Active White,Matt,120x120,"47.24""x47.24""",A22GREVC-ACW.M0X5R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Active White color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_ACTIVE_WHITE.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Cloud Grey,Matt,80x80,"31.49""x31.49""",A05GZRCC-CLG.M6X0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Cloud Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CLOUD_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Cloud Grey,Matt,60x120,"23.62""x47.24""",A12GZRCC-CLG.M6X5R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Cloud Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CLOUD_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Cloud Grey,Matt,60x60,"23.62""x23.62""",A06GZRCC-CDG.M2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Cloud Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CLOUD_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Cloud Grey,Lappato,60x60,"23.62""x23.62""",A06GZRCC-CDG.M2L,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Cloud Grey color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CLOUD_GREY.jpeg
